ID,s1_wav,s2_wav,mix_wav,s1_class,s2_class
1281,/iitjhome/m23mac003/VOX2/id01228/iuJKMsqLTtk/00284.wav,/iitjhome/m23mac003/VOX2/id01892/7sODin7rirc/00010.wav,/iitjhome/m23mac003/TRAIN_MIX/1281.wav,15,26
1282,/iitjhome/m23mac003/VOX2/id01228/84Iau9VOsIs/00053.wav,/iitjhome/m23mac003/VOX2/id01892/aYQNf2Z8dGI/00100.wav,/iitjhome/m23mac003/TRAIN_MIX/1282.wav,15,26
1283,/iitjhome/m23mac003/VOX2/id01228/XAwym_MRs5c/00234.wav,/iitjhome/m23mac003/VOX2/id01989/OKqDuSt3HtI/00074.wav,/iitjhome/m23mac003/TRAIN_MIX/1283.wav,15,27
1284,/iitjhome/m23mac003/VOX2/id01228/ILoRgyB3_AI/00124.wav,/iitjhome/m23mac003/VOX2/id01989/7g0A7pF94r0/00023.wav,/iitjhome/m23mac003/TRAIN_MIX/1284.wav,15,27
1285,/iitjhome/m23mac003/VOX2/id01228/reKMzIx516I/00313.wav,/iitjhome/m23mac003/VOX2/id02019/JzUEx_abwAU/00052.wav,/iitjhome/m23mac003/TRAIN_MIX/1285.wav,15,28
1286,/iitjhome/m23mac003/VOX2/id01228/wmWLkJeR_vI/00339.wav,/iitjhome/m23mac003/VOX2/id02019/sxCbrYjBsGA/00253.wav,/iitjhome/m23mac003/TRAIN_MIX/1286.wav,15,28
1287,/iitjhome/m23mac003/VOX2/id01228/reKMzIx516I/00318.wav,/iitjhome/m23mac003/VOX2/id02057/VCXnx-ozS8c/00264.wav,/iitjhome/m23mac003/TRAIN_MIX/1287.wav,15,29
1288,/iitjhome/m23mac003/VOX2/id01228/ILoRgyB3_AI/00134.wav,/iitjhome/m23mac003/VOX2/id02057/EKhTzMKYKb0/00138.wav,/iitjhome/m23mac003/TRAIN_MIX/1288.wav,15,29
1289,/iitjhome/m23mac003/VOX2/id01228/8TPawz_Py1U/00061.wav,/iitjhome/m23mac003/VOX2/id02086/LJFLz2kldOI/00240.wav,/iitjhome/m23mac003/TRAIN_MIX/1289.wav,15,30
1290,/iitjhome/m23mac003/VOX2/id01228/ITBk58yOpCM/00164.wav,/iitjhome/m23mac003/VOX2/id02086/nR2HFmMrVIM/00417.wav,/iitjhome/m23mac003/TRAIN_MIX/1290.wav,15,30
1291,/iitjhome/m23mac003/VOX2/id01228/w_uWfTnndvk/00335.wav,/iitjhome/m23mac003/VOX2/id02181/cNCj0pLxR24/00087.wav,/iitjhome/m23mac003/TRAIN_MIX/1291.wav,15,31
1292,/iitjhome/m23mac003/VOX2/id01228/Morvks6v0f8/00191.wav,/iitjhome/m23mac003/VOX2/id02181/qROlbBPwDG0/00144.wav,/iitjhome/m23mac003/TRAIN_MIX/1292.wav,15,31
1293,/iitjhome/m23mac003/VOX2/id01228/ITBk58yOpCM/00157.wav,/iitjhome/m23mac003/VOX2/id02286/Ec7MmO-rRMs/00063.wav,/iitjhome/m23mac003/TRAIN_MIX/1293.wav,15,32
1294,/iitjhome/m23mac003/VOX2/id01228/PakGScXGXKg/00204.wav,/iitjhome/m23mac003/VOX2/id02286/4T-CluJt8WI/00013.wav,/iitjhome/m23mac003/TRAIN_MIX/1294.wav,15,32
1295,/iitjhome/m23mac003/VOX2/id01228/wmWLkJeR_vI/00356.wav,/iitjhome/m23mac003/VOX2/id02317/5jLA1JcD3OA/00056.wav,/iitjhome/m23mac003/TRAIN_MIX/1295.wav,15,33
1296,/iitjhome/m23mac003/VOX2/id01228/Jz8TtqKaxhA/00186.wav,/iitjhome/m23mac003/VOX2/id02317/IR0psXbOjdc/00180.wav,/iitjhome/m23mac003/TRAIN_MIX/1296.wav,15,33
1297,/iitjhome/m23mac003/VOX2/id01228/ji5bXRNaUtQ/00290.wav,/iitjhome/m23mac003/VOX2/id02445/oQzAlnXUR38/00094.wav,/iitjhome/m23mac003/TRAIN_MIX/1297.wav,15,34
1298,/iitjhome/m23mac003/VOX2/id01228/iuJKMsqLTtk/00282.wav,/iitjhome/m23mac003/VOX2/id02445/t1DqN1gxyd0/00100.wav,/iitjhome/m23mac003/TRAIN_MIX/1298.wav,15,34
1299,/iitjhome/m23mac003/VOX2/id01228/Jz8TtqKaxhA/00189.wav,/iitjhome/m23mac003/VOX2/id02465/0Ocu8l1eAng/00004.wav,/iitjhome/m23mac003/TRAIN_MIX/1299.wav,15,35
1300,/iitjhome/m23mac003/VOX2/id01228/etCmUJB7YEU/00263.wav,/iitjhome/m23mac003/VOX2/id02465/GRsTBX2vn0w/00067.wav,/iitjhome/m23mac003/TRAIN_MIX/1300.wav,15,35
1301,/iitjhome/m23mac003/VOX2/id01228/w_uWfTnndvk/00330.wav,/iitjhome/m23mac003/VOX2/id02542/glhCf1hwJhE/00069.wav,/iitjhome/m23mac003/TRAIN_MIX/1301.wav,15,36
1302,/iitjhome/m23mac003/VOX2/id01228/WRm6hyrxBwA/00227.wav,/iitjhome/m23mac003/VOX2/id02542/yuMWDIc9Byo/00122.wav,/iitjhome/m23mac003/TRAIN_MIX/1302.wav,15,36
1303,/iitjhome/m23mac003/VOX2/id01228/w_uWfTnndvk/00325.wav,/iitjhome/m23mac003/VOX2/id02548/pYIPKrHkT88/00326.wav,/iitjhome/m23mac003/TRAIN_MIX/1303.wav,15,37
1304,/iitjhome/m23mac003/VOX2/id01228/555V_nuzxtA/00020.wav,/iitjhome/m23mac003/VOX2/id02548/TYBN-jJjb7U/00203.wav,/iitjhome/m23mac003/TRAIN_MIX/1304.wav,15,37
1305,/iitjhome/m23mac003/VOX2/id01228/9cAa-wSDqvE/00071.wav,/iitjhome/m23mac003/VOX2/id02576/An-lrbTPfvc/00045.wav,/iitjhome/m23mac003/TRAIN_MIX/1305.wav,15,38
1306,/iitjhome/m23mac003/VOX2/id01228/ILoRgyB3_AI/00114.wav,/iitjhome/m23mac003/VOX2/id02576/RUYmIMZbdnA/00077.wav,/iitjhome/m23mac003/TRAIN_MIX/1306.wav,15,38
1307,/iitjhome/m23mac003/VOX2/id01228/PakGScXGXKg/00207.wav,/iitjhome/m23mac003/VOX2/id02577/Q6n4Do43GAg/00039.wav,/iitjhome/m23mac003/TRAIN_MIX/1307.wav,15,39
1308,/iitjhome/m23mac003/VOX2/id01228/FiIjEyg3qe0/00111.wav,/iitjhome/m23mac003/VOX2/id02577/eokdnzXSVdk/00058.wav,/iitjhome/m23mac003/TRAIN_MIX/1308.wav,15,39
1309,/iitjhome/m23mac003/VOX2/id01228/7qHTvs0VO68/00042.wav,/iitjhome/m23mac003/VOX2/id02685/_pSAZddhxzo/00065.wav,/iitjhome/m23mac003/TRAIN_MIX/1309.wav,15,40
1310,/iitjhome/m23mac003/VOX2/id01228/2TIFacjgehY/00001.wav,/iitjhome/m23mac003/VOX2/id02685/4JDRxqYC0a4/00005.wav,/iitjhome/m23mac003/TRAIN_MIX/1310.wav,15,40
1311,/iitjhome/m23mac003/VOX2/id01228/WRm6hyrxBwA/00226.wav,/iitjhome/m23mac003/VOX2/id02725/vGPYBT4eeWk/00034.wav,/iitjhome/m23mac003/TRAIN_MIX/1311.wav,15,41
1312,/iitjhome/m23mac003/VOX2/id01228/ITBk58yOpCM/00158.wav,/iitjhome/m23mac003/VOX2/id02725/48uYS3bHIA8/00018.wav,/iitjhome/m23mac003/TRAIN_MIX/1312.wav,15,41
1313,/iitjhome/m23mac003/VOX2/id01228/qgqQU3iPHlg/00303.wav,/iitjhome/m23mac003/VOX2/id02745/_wTS4RYObd0/00075.wav,/iitjhome/m23mac003/TRAIN_MIX/1313.wav,15,42
1314,/iitjhome/m23mac003/VOX2/id01228/XAwym_MRs5c/00232.wav,/iitjhome/m23mac003/VOX2/id02745/b68599Z0NJw/00096.wav,/iitjhome/m23mac003/TRAIN_MIX/1314.wav,15,42
1315,/iitjhome/m23mac003/VOX2/id01228/JiukeCON5cI/00172.wav,/iitjhome/m23mac003/VOX2/id03030/IpwcoJajjJI/00128.wav,/iitjhome/m23mac003/TRAIN_MIX/1315.wav,15,43
1316,/iitjhome/m23mac003/VOX2/id01228/iuJKMsqLTtk/00286.wav,/iitjhome/m23mac003/VOX2/id03030/IpwcoJajjJI/00130.wav,/iitjhome/m23mac003/TRAIN_MIX/1316.wav,15,43
1317,/iitjhome/m23mac003/VOX2/id01228/wmWLkJeR_vI/00363.wav,/iitjhome/m23mac003/VOX2/id03041/7tqfqBdnXnU/00006.wav,/iitjhome/m23mac003/TRAIN_MIX/1317.wav,15,44
1318,/iitjhome/m23mac003/VOX2/id01228/ILoRgyB3_AI/00125.wav,/iitjhome/m23mac003/VOX2/id03041/tN0of30mNyQ/00034.wav,/iitjhome/m23mac003/TRAIN_MIX/1318.wav,15,44
1319,/iitjhome/m23mac003/VOX2/id01228/w_uWfTnndvk/00325.wav,/iitjhome/m23mac003/VOX2/id03127/_fHU-uukvG0/00243.wav,/iitjhome/m23mac003/TRAIN_MIX/1319.wav,15,45
1320,/iitjhome/m23mac003/VOX2/id01228/ji5bXRNaUtQ/00292.wav,/iitjhome/m23mac003/VOX2/id03127/Lgd5qn2-kMo/00127.wav,/iitjhome/m23mac003/TRAIN_MIX/1320.wav,15,45
1321,/iitjhome/m23mac003/VOX2/id01228/JiukeCON5cI/00180.wav,/iitjhome/m23mac003/VOX2/id03178/QUWsalAbmFc/00111.wav,/iitjhome/m23mac003/TRAIN_MIX/1321.wav,15,46
1322,/iitjhome/m23mac003/VOX2/id01228/Morvks6v0f8/00193.wav,/iitjhome/m23mac003/VOX2/id03178/nPSHXZt1vbQ/00293.wav,/iitjhome/m23mac003/TRAIN_MIX/1322.wav,15,46
1323,/iitjhome/m23mac003/VOX2/id01228/ITBk58yOpCM/00140.wav,/iitjhome/m23mac003/VOX2/id03347/WWbnzf8UrX4/00198.wav,/iitjhome/m23mac003/TRAIN_MIX/1323.wav,15,47
1324,/iitjhome/m23mac003/VOX2/id01228/zD01gKiIfxI/00370.wav,/iitjhome/m23mac003/VOX2/id03347/cWZ4GysKSLo/00266.wav,/iitjhome/m23mac003/TRAIN_MIX/1324.wav,15,47
1325,/iitjhome/m23mac003/VOX2/id01228/ITBk58yOpCM/00141.wav,/iitjhome/m23mac003/VOX2/id03382/rbDWnJdPGKA/00076.wav,/iitjhome/m23mac003/TRAIN_MIX/1325.wav,15,48
1326,/iitjhome/m23mac003/VOX2/id01228/ILoRgyB3_AI/00119.wav,/iitjhome/m23mac003/VOX2/id03382/t_EroZzvoVs/00154.wav,/iitjhome/m23mac003/TRAIN_MIX/1326.wav,15,48
1327,/iitjhome/m23mac003/VOX2/id01228/_IBlYXmYETM/00250.wav,/iitjhome/m23mac003/VOX2/id03524/dyKnLGT74TQ/00278.wav,/iitjhome/m23mac003/TRAIN_MIX/1327.wav,15,49
1328,/iitjhome/m23mac003/VOX2/id01228/ApUy5iGR3Yc/00089.wav,/iitjhome/m23mac003/VOX2/id03524/QLFqqBe0E1M/00143.wav,/iitjhome/m23mac003/TRAIN_MIX/1328.wav,15,49
1329,/iitjhome/m23mac003/VOX2/id01298/Z6Wg7TsFgac/00258.wav,/iitjhome/m23mac003/VOX2/id01333/sDvzX9Nm0Bk/00405.wav,/iitjhome/m23mac003/TRAIN_MIX/1329.wav,16,17
1330,/iitjhome/m23mac003/VOX2/id01298/P0o-9sIjdyE/00182.wav,/iitjhome/m23mac003/VOX2/id01333/TOx7VV4LJfg/00220.wav,/iitjhome/m23mac003/TRAIN_MIX/1330.wav,16,17
1331,/iitjhome/m23mac003/VOX2/id01298/erPAesqeYoE/00300.wav,/iitjhome/m23mac003/VOX2/id01437/9DgLTGBGQ3k/00018.wav,/iitjhome/m23mac003/TRAIN_MIX/1331.wav,16,18
1332,/iitjhome/m23mac003/VOX2/id01298/P0o-9sIjdyE/00200.wav,/iitjhome/m23mac003/VOX2/id01437/BPACSuoMZ2k/00040.wav,/iitjhome/m23mac003/TRAIN_MIX/1332.wav,16,18
1333,/iitjhome/m23mac003/VOX2/id01298/P0o-9sIjdyE/00200.wav,/iitjhome/m23mac003/VOX2/id01460/GmVadhJ_ddc/00095.wav,/iitjhome/m23mac003/TRAIN_MIX/1333.wav,16,19
1334,/iitjhome/m23mac003/VOX2/id01298/niVz4wO6j8Q/00350.wav,/iitjhome/m23mac003/VOX2/id01460/dIXLHrhgJjU/00215.wav,/iitjhome/m23mac003/TRAIN_MIX/1334.wav,16,19
1335,/iitjhome/m23mac003/VOX2/id01298/Jw_AIOueOoY/00172.wav,/iitjhome/m23mac003/VOX2/id01509/n9rD9-kU2Mw/00369.wav,/iitjhome/m23mac003/TRAIN_MIX/1335.wav,16,20
1336,/iitjhome/m23mac003/VOX2/id01298/J6E0EsWMeNk/00132.wav,/iitjhome/m23mac003/VOX2/id01509/e2KmmQQLJqM/00289.wav,/iitjhome/m23mac003/TRAIN_MIX/1336.wav,16,20
1337,/iitjhome/m23mac003/VOX2/id01298/erPAesqeYoE/00289.wav,/iitjhome/m23mac003/VOX2/id01541/pcy3Lbz2gm8/00300.wav,/iitjhome/m23mac003/TRAIN_MIX/1337.wav,16,21
1338,/iitjhome/m23mac003/VOX2/id01298/5P4ldDRuo5c/00073.wav,/iitjhome/m23mac003/VOX2/id01541/SvTz_Pn15Vk/00119.wav,/iitjhome/m23mac003/TRAIN_MIX/1338.wav,16,21
1339,/iitjhome/m23mac003/VOX2/id01298/oCRfIciXOPs/00352.wav,/iitjhome/m23mac003/VOX2/id01567/fOlxxDqdrgc/00304.wav,/iitjhome/m23mac003/TRAIN_MIX/1339.wav,16,22
1340,/iitjhome/m23mac003/VOX2/id01298/xv4IT9v17l4/00466.wav,/iitjhome/m23mac003/VOX2/id01567/Wo5aOYFwMeE/00245.wav,/iitjhome/m23mac003/TRAIN_MIX/1340.wav,16,22
1341,/iitjhome/m23mac003/VOX2/id01298/qFqWACvr8Tk/00363.wav,/iitjhome/m23mac003/VOX2/id01593/NxfyefwggDQ/00281.wav,/iitjhome/m23mac003/TRAIN_MIX/1341.wav,16,23
1342,/iitjhome/m23mac003/VOX2/id01298/J9aizMlsUJ0/00148.wav,/iitjhome/m23mac003/VOX2/id01593/7mnoYldFDS4/00050.wav,/iitjhome/m23mac003/TRAIN_MIX/1342.wav,16,23
1343,/iitjhome/m23mac003/VOX2/id01298/J9aizMlsUJ0/00147.wav,/iitjhome/m23mac003/VOX2/id01618/p_pa0JGeT3g/00179.wav,/iitjhome/m23mac003/TRAIN_MIX/1343.wav,16,24
1344,/iitjhome/m23mac003/VOX2/id01298/P0o-9sIjdyE/00183.wav,/iitjhome/m23mac003/VOX2/id01618/7eWAiELoIKc/00029.wav,/iitjhome/m23mac003/TRAIN_MIX/1344.wav,16,24
1345,/iitjhome/m23mac003/VOX2/id01298/zw76LSgzzS8/00490.wav,/iitjhome/m23mac003/VOX2/id01822/ELkk0-qOFn8/00014.wav,/iitjhome/m23mac003/TRAIN_MIX/1345.wav,16,25
1346,/iitjhome/m23mac003/VOX2/id01298/Z6Wg7TsFgac/00262.wav,/iitjhome/m23mac003/VOX2/id01822/zYv_noZ6yqw/00238.wav,/iitjhome/m23mac003/TRAIN_MIX/1346.wav,16,25
1347,/iitjhome/m23mac003/VOX2/id01298/P0o-9sIjdyE/00202.wav,/iitjhome/m23mac003/VOX2/id01892/qp3mRWaOGHk/00123.wav,/iitjhome/m23mac003/TRAIN_MIX/1347.wav,16,26
1348,/iitjhome/m23mac003/VOX2/id01298/VjoYSRju5ww/00231.wav,/iitjhome/m23mac003/VOX2/id01892/7sODin7rirc/00073.wav,/iitjhome/m23mac003/TRAIN_MIX/1348.wav,16,26
1349,/iitjhome/m23mac003/VOX2/id01298/wGQIqoQNXxA/00412.wav,/iitjhome/m23mac003/VOX2/id01989/xX9FqJYXUZ8/00165.wav,/iitjhome/m23mac003/TRAIN_MIX/1349.wav,16,27
1350,/iitjhome/m23mac003/VOX2/id01298/tMjwRF7TX9Q/00402.wav,/iitjhome/m23mac003/VOX2/id01989/Evbf6fMJNmk/00070.wav,/iitjhome/m23mac003/TRAIN_MIX/1350.wav,16,27
1351,/iitjhome/m23mac003/VOX2/id01298/6Kd-aMBDyGk/00087.wav,/iitjhome/m23mac003/VOX2/id02019/xNwKAxJmfbw/00284.wav,/iitjhome/m23mac003/TRAIN_MIX/1351.wav,16,28
1352,/iitjhome/m23mac003/VOX2/id01298/tAQVEmDyrPs/00384.wav,/iitjhome/m23mac003/VOX2/id02019/X3FCAoFnmdA/00118.wav,/iitjhome/m23mac003/TRAIN_MIX/1352.wav,16,28
1353,/iitjhome/m23mac003/VOX2/id01298/2e1qi_H9yX0/00013.wav,/iitjhome/m23mac003/VOX2/id02057/bh_WRu8usiU/00318.wav,/iitjhome/m23mac003/TRAIN_MIX/1353.wav,16,29
1354,/iitjhome/m23mac003/VOX2/id01298/wGQIqoQNXxA/00440.wav,/iitjhome/m23mac003/VOX2/id02057/2KL8PfQPmBg/00046.wav,/iitjhome/m23mac003/TRAIN_MIX/1354.wav,16,29
1355,/iitjhome/m23mac003/VOX2/id01298/eCViiT9-7DY/00277.wav,/iitjhome/m23mac003/VOX2/id02086/0zkXi4u4Rr0/00005.wav,/iitjhome/m23mac003/TRAIN_MIX/1355.wav,16,30
1356,/iitjhome/m23mac003/VOX2/id01298/6Kd-aMBDyGk/00090.wav,/iitjhome/m23mac003/VOX2/id02086/HaqcsS56Hdk/00183.wav,/iitjhome/m23mac003/TRAIN_MIX/1356.wav,16,30
1357,/iitjhome/m23mac003/VOX2/id01298/eCViiT9-7DY/00273.wav,/iitjhome/m23mac003/VOX2/id02181/DawmE0eeiQ4/00033.wav,/iitjhome/m23mac003/TRAIN_MIX/1357.wav,16,31
1358,/iitjhome/m23mac003/VOX2/id01298/xv4IT9v17l4/00464.wav,/iitjhome/m23mac003/VOX2/id02181/02gIO4WrZLY/00002.wav,/iitjhome/m23mac003/TRAIN_MIX/1358.wav,16,31
1359,/iitjhome/m23mac003/VOX2/id01298/J6E0EsWMeNk/00135.wav,/iitjhome/m23mac003/VOX2/id02286/c8LjgwDQAkw/00139.wav,/iitjhome/m23mac003/TRAIN_MIX/1359.wav,16,32
1360,/iitjhome/m23mac003/VOX2/id01298/wGQIqoQNXxA/00425.wav,/iitjhome/m23mac003/VOX2/id02286/FSZzNK53Kns/00080.wav,/iitjhome/m23mac003/TRAIN_MIX/1360.wav,16,32
1361,/iitjhome/m23mac003/VOX2/id01298/3j7WnbVzR4c/00062.wav,/iitjhome/m23mac003/VOX2/id02317/PN0lNqmjhqc/00286.wav,/iitjhome/m23mac003/TRAIN_MIX/1361.wav,16,33
1362,/iitjhome/m23mac003/VOX2/id01298/6Kd-aMBDyGk/00086.wav,/iitjhome/m23mac003/VOX2/id02317/MWjK5YUUQbQ/00237.wav,/iitjhome/m23mac003/TRAIN_MIX/1362.wav,16,33
1363,/iitjhome/m23mac003/VOX2/id01298/J6E0EsWMeNk/00139.wav,/iitjhome/m23mac003/VOX2/id02445/Qz9cV2614Kk/00054.wav,/iitjhome/m23mac003/TRAIN_MIX/1363.wav,16,34
1364,/iitjhome/m23mac003/VOX2/id01298/xv4IT9v17l4/00457.wav,/iitjhome/m23mac003/VOX2/id02445/3Rnk8eja3TU/00012.wav,/iitjhome/m23mac003/TRAIN_MIX/1364.wav,16,34
1365,/iitjhome/m23mac003/VOX2/id01298/6Kd-aMBDyGk/00090.wav,/iitjhome/m23mac003/VOX2/id02465/7qlQLbIhrv4/00028.wav,/iitjhome/m23mac003/TRAIN_MIX/1365.wav,16,35
1366,/iitjhome/m23mac003/VOX2/id01298/xv4IT9v17l4/00461.wav,/iitjhome/m23mac003/VOX2/id02465/nRcWI_uKGTU/00181.wav,/iitjhome/m23mac003/TRAIN_MIX/1366.wav,16,35
1367,/iitjhome/m23mac003/VOX2/id01298/tAQVEmDyrPs/00383.wav,/iitjhome/m23mac003/VOX2/id02542/0yaLdVk_UyQ/00012.wav,/iitjhome/m23mac003/TRAIN_MIX/1367.wav,16,36
1368,/iitjhome/m23mac003/VOX2/id01298/DIYB-itzp_A/00110.wav,/iitjhome/m23mac003/VOX2/id02542/glhCf1hwJhE/00076.wav,/iitjhome/m23mac003/TRAIN_MIX/1368.wav,16,36
1369,/iitjhome/m23mac003/VOX2/id01298/wGQIqoQNXxA/00427.wav,/iitjhome/m23mac003/VOX2/id02548/IEWh1Fu1DL4/00105.wav,/iitjhome/m23mac003/TRAIN_MIX/1369.wav,16,37
1370,/iitjhome/m23mac003/VOX2/id01298/3j7WnbVzR4c/00060.wav,/iitjhome/m23mac003/VOX2/id02548/5DEnqlM-v4w/00046.wav,/iitjhome/m23mac003/TRAIN_MIX/1370.wav,16,37
1371,/iitjhome/m23mac003/VOX2/id01298/wGQIqoQNXxA/00430.wav,/iitjhome/m23mac003/VOX2/id02576/yK8nM79_1A8/00146.wav,/iitjhome/m23mac003/TRAIN_MIX/1371.wav,16,38
1372,/iitjhome/m23mac003/VOX2/id01298/J9aizMlsUJ0/00148.wav,/iitjhome/m23mac003/VOX2/id02576/bWGJNH_BGuo/00099.wav,/iitjhome/m23mac003/TRAIN_MIX/1372.wav,16,38
1373,/iitjhome/m23mac003/VOX2/id01298/2jdrSgg13BE/00027.wav,/iitjhome/m23mac003/VOX2/id02577/nUbewcS__Ww/00100.wav,/iitjhome/m23mac003/TRAIN_MIX/1373.wav,16,39
1374,/iitjhome/m23mac003/VOX2/id01298/J6E0EsWMeNk/00142.wav,/iitjhome/m23mac003/VOX2/id02577/3RJcRB3kd4w/00008.wav,/iitjhome/m23mac003/TRAIN_MIX/1374.wav,16,39
1375,/iitjhome/m23mac003/VOX2/id01298/CDBf3arw1fQ/00101.wav,/iitjhome/m23mac003/VOX2/id02685/byOnPiS1aKc/00066.wav,/iitjhome/m23mac003/TRAIN_MIX/1375.wav,16,40
1376,/iitjhome/m23mac003/VOX2/id01298/erPAesqeYoE/00297.wav,/iitjhome/m23mac003/VOX2/id02685/me6cdZCM2FY/00105.wav,/iitjhome/m23mac003/TRAIN_MIX/1376.wav,16,40
1377,/iitjhome/m23mac003/VOX2/id01298/UY0fkYSUFrY/00214.wav,/iitjhome/m23mac003/VOX2/id02725/48uYS3bHIA8/00024.wav,/iitjhome/m23mac003/TRAIN_MIX/1377.wav,16,41
1378,/iitjhome/m23mac003/VOX2/id01298/tMjwRF7TX9Q/00399.wav,/iitjhome/m23mac003/VOX2/id02725/48uYS3bHIA8/00009.wav,/iitjhome/m23mac003/TRAIN_MIX/1378.wav,16,41
1379,/iitjhome/m23mac003/VOX2/id01298/xv4IT9v17l4/00473.wav,/iitjhome/m23mac003/VOX2/id02745/0aOZh1TsKe0/00026.wav,/iitjhome/m23mac003/TRAIN_MIX/1379.wav,16,42
1380,/iitjhome/m23mac003/VOX2/id01298/P0o-9sIjdyE/00191.wav,/iitjhome/m23mac003/VOX2/id02745/_wTS4RYObd0/00081.wav,/iitjhome/m23mac003/TRAIN_MIX/1380.wav,16,42
1381,/iitjhome/m23mac003/VOX2/id01298/tAQVEmDyrPs/00383.wav,/iitjhome/m23mac003/VOX2/id03030/YxBoufnVIMw/00183.wav,/iitjhome/m23mac003/TRAIN_MIX/1381.wav,16,43
1382,/iitjhome/m23mac003/VOX2/id01298/qFqWACvr8Tk/00364.wav,/iitjhome/m23mac003/VOX2/id03030/K9rgHIut87w/00142.wav,/iitjhome/m23mac003/TRAIN_MIX/1382.wav,16,43
1383,/iitjhome/m23mac003/VOX2/id01298/xv4IT9v17l4/00487.wav,/iitjhome/m23mac003/VOX2/id03041/tN0of30mNyQ/00033.wav,/iitjhome/m23mac003/TRAIN_MIX/1383.wav,16,44
1384,/iitjhome/m23mac003/VOX2/id01298/wGQIqoQNXxA/00446.wav,/iitjhome/m23mac003/VOX2/id03041/7tqfqBdnXnU/00003.wav,/iitjhome/m23mac003/TRAIN_MIX/1384.wav,16,44
1385,/iitjhome/m23mac003/VOX2/id01298/xv4IT9v17l4/00480.wav,/iitjhome/m23mac003/VOX2/id03127/Lgd5qn2-kMo/00088.wav,/iitjhome/m23mac003/TRAIN_MIX/1385.wav,16,45
1386,/iitjhome/m23mac003/VOX2/id01298/DIYB-itzp_A/00110.wav,/iitjhome/m23mac003/VOX2/id03127/uiRiyK8Qlic/00335.wav,/iitjhome/m23mac003/TRAIN_MIX/1386.wav,16,45
1387,/iitjhome/m23mac003/VOX2/id01298/5P4ldDRuo5c/00068.wav,/iitjhome/m23mac003/VOX2/id03178/9CCStXTR3OY/00025.wav,/iitjhome/m23mac003/TRAIN_MIX/1387.wav,16,46
1388,/iitjhome/m23mac003/VOX2/id01298/oCRfIciXOPs/00354.wav,/iitjhome/m23mac003/VOX2/id03178/bBbhjxpbUiE/00190.wav,/iitjhome/m23mac003/TRAIN_MIX/1388.wav,16,46
1389,/iitjhome/m23mac003/VOX2/id01298/JkAo02cpKoQ/00157.wav,/iitjhome/m23mac003/VOX2/id03347/nSAKXYdEOOM/00312.wav,/iitjhome/m23mac003/TRAIN_MIX/1389.wav,16,47
1390,/iitjhome/m23mac003/VOX2/id01298/tAQVEmDyrPs/00389.wav,/iitjhome/m23mac003/VOX2/id03347/UkO3JubUo8Y/00176.wav,/iitjhome/m23mac003/TRAIN_MIX/1390.wav,16,47
1391,/iitjhome/m23mac003/VOX2/id01298/5P4ldDRuo5c/00066.wav,/iitjhome/m23mac003/VOX2/id03382/rbDWnJdPGKA/00074.wav,/iitjhome/m23mac003/TRAIN_MIX/1391.wav,16,48
1392,/iitjhome/m23mac003/VOX2/id01298/UnvSXjIqXrc/00223.wav,/iitjhome/m23mac003/VOX2/id03382/t_EroZzvoVs/00094.wav,/iitjhome/m23mac003/TRAIN_MIX/1392.wav,16,48
1393,/iitjhome/m23mac003/VOX2/id01298/xv4IT9v17l4/00453.wav,/iitjhome/m23mac003/VOX2/id03524/wJmdE0G4sEg/00472.wav,/iitjhome/m23mac003/TRAIN_MIX/1393.wav,16,49
1394,/iitjhome/m23mac003/VOX2/id01298/UY0fkYSUFrY/00210.wav,/iitjhome/m23mac003/VOX2/id03524/XXbxe3fCQqg/00220.wav,/iitjhome/m23mac003/TRAIN_MIX/1394.wav,16,49
1395,/iitjhome/m23mac003/VOX2/id01333/CwuLY4EigyM/00081.wav,/iitjhome/m23mac003/VOX2/id01437/BPACSuoMZ2k/00049.wav,/iitjhome/m23mac003/TRAIN_MIX/1395.wav,17,18
1396,/iitjhome/m23mac003/VOX2/id01333/02HOKnTjBlQ/00020.wav,/iitjhome/m23mac003/VOX2/id01437/LgnNNq3sfPY/00097.wav,/iitjhome/m23mac003/TRAIN_MIX/1396.wav,17,18
1397,/iitjhome/m23mac003/VOX2/id01333/bs7ZWVqAGCU/00337.wav,/iitjhome/m23mac003/VOX2/id01460/Ct1XMedcGHk/00069.wav,/iitjhome/m23mac003/TRAIN_MIX/1397.wav,17,19
1398,/iitjhome/m23mac003/VOX2/id01333/D8Pv2f28x3Q/00089.wav,/iitjhome/m23mac003/VOX2/id01460/hNLG7UNxAp4/00226.wav,/iitjhome/m23mac003/TRAIN_MIX/1398.wav,17,19
1399,/iitjhome/m23mac003/VOX2/id01333/wQE4ssF-vhQ/00429.wav,/iitjhome/m23mac003/VOX2/id01509/qLxfiUMYgQg/00408.wav,/iitjhome/m23mac003/TRAIN_MIX/1399.wav,17,20
1400,/iitjhome/m23mac003/VOX2/id01333/sAPNU11jTqk/00400.wav,/iitjhome/m23mac003/VOX2/id01509/qLxfiUMYgQg/00412.wav,/iitjhome/m23mac003/TRAIN_MIX/1400.wav,17,20
1401,/iitjhome/m23mac003/VOX2/id01333/bs7ZWVqAGCU/00338.wav,/iitjhome/m23mac003/VOX2/id01541/6Mkx2AE2uq4/00021.wav,/iitjhome/m23mac003/TRAIN_MIX/1401.wav,17,21
